131072,65536
131138,65635
131203,65734
131268,65833
131333,65932
131398,66031
131463,66131
131528,66231
131593,66331
131658,66431
131723,66531
131788,66632
131853,66733
131918,66834
131983,66935
132048,67037
132112,67139
132176,67241
132240,67343
132304,67445
132368,67548
132432,67651
132496,67754
132560,67857
132624,67961
132688,68065
132752,68169
132816,68273
132880,68377
132944,68482
133007,68587
133070,68692
133133,68797
133196,68903
133259,69009
133322,69115
133385,69221
133448,69328
133511,69435
133574,69542
133637,69649
133700,69756
133762,69864
133824,69972
133886,70080
133948,70188
134010,70297
134072,70406
134134,70515
134196,70624
134258,70734
134320,70844
134382,70954
134444,71064
134505,71175
134566,71286
134627,71397
134688,71508
134749,71619
134810,71731
134871,71843
134932,71955
134993,72067
135054,72180
135115,72293
135176,72406
135236,72519
135296,72633
135356,72747
135416,72861
135476,72975
135536,73090
135596,73205
135656,73320
135716,73435
135776,73551
135836,73667
135895,73783
135954,73899
136013,74016
136072,74133
136131,74250
136190,74367
136249,74485
136308,74603
136367,74721
136426,74839
136484,74958
136542,75077
136600,75196
136658,75315
136716,75435
136774,75555
136832,75675
136890,75796
136948,75917
137006,76038
137063,76159
137120,76281
137177,76403
137234,76525
137291,76647
137348,76770
137405,76893
137462,77016
137519,77139
137575,77263
137631,77387
137687,77511
137743,77635
137799,77760
137855,77885
137911,78010
137967,78136
138023,78262
138079,78388
138134,78514
138189,78641
138244,78768
138299,78895
138354,79022
138409,79150
138464,79278
138519,79406
138573,79535
138627,79664
138681,79793
138735,79922
138789,80052
138843,80182
138897,80312
138951,80442
139005,80573
139058,80704
139111,80835
139164,80967
139217,81099
139270,81231
139323,81363
139376,81496
139429,81629
139481,81762
139533,81896
139585,82030
139637,82164
139689,82298
139741,82433
139793,82568
139845,82703
139896,82839
139947,82975
139998,83111
140049,83247
140100,83384
140151,83521
140202,83658
140253,83796
140303,83934
140353,84072
140403,84210
140453,84349
140503,84488
140553,84627
140603,84767
140653,84907
140702,85047
140751,85188
140800,85329
140849,85470
140898,85611
140947,85753
140996,85895
141044,86037
141092,86180
141140,86323
141188,86466
141236,86610
141284,86754
141332,86898
141379,87042
141426,87187
141473,87332
141520,87477
141567,87623
141614,87769
141661,87915
141707,88062
141753,88209
141799,88356
141845,88504
141891,88652
141937,88800
141983,88948
142028,89097
142073,89246
142118,89395
142163,89545
142208,89695
142253,89845
142298,89996
142342,90147
142386,90298
142430,90450
142474,90602
142518,90754
142562,90907
142605,91060
142648,91213
142691,91367
142734,91521
142777,91675
142820,91829
142863,91984
142905,92139
142947,92294
142989,92450
143031,92606
143073,92762
143115,92919
143156,93076
143197,93233
143238,93391
143279,93549
143320,93707
143361,93866
143401,94025
143441,94184
143481,94344
143521,94504
143561,94664
143601,94825
143640,94986
143679,95147
143718,95309
143757,95471
143796,95633
143835,95796
143873,95959
143911,96122
143949,96286
143987,96450
144025,96614
144063,96779
144100,96944
144137,97109
144174,97275
144211,97441
144248,97607
144285,97774
144321,97941
144357,98108
144393,98276
144429,98444
144465,98612
144501,98781
144536,98950
144571,99119
144606,99289
144641,99459
144676,99629
144710,99800
144744,99971
144778,100143
144812,100315
144846,100487
144880,100660
144913,100833
144946,101006
144979,101180
145012,101354
145045,101528
145077,101703
145109,101878
145141,102053
145173,102229
145205,102405
145236,102581
145267,102758
145298,102935
145329,103112
145360,103290
145391,103468
145421,103647
145451,103826
145481,104005
145511,104185
145541,104365
145570,104545
145599,104726
145628,104907
145657,105088
145686,105270
145714,105452
145742,105635
145770,105818
145798,106001
145826,106185
145853,106369
145880,106553
145907,106738
145934,106923
145961,107108
145987,107294
146013,107480
146039,107667
146065,107854
146091,108041
146116,108229
146141,108417
146166,108605
146191,108794
146216,108983
146240,109172
146264,109362
146288,109552
146312,109743
146335,109934
146358,110125
146381,110317
146404,110509
146427,110701
146449,110894
146471,111087
146493,111281
146515,111475
146537,111669
146558,111864
146579,112059
146600,112254
146621,112450
146641,112646
146661,112843
146681,113040
146701,113237
146721,113435
146740,113633
146759,113832
146778,114031
146797,114230
146815,114430
146833,114630
146851,114830
146869,115031
146887,115232
146904,115434
146921,115636
146938,115838
146955,116041
146971,116244
146987,116448
147003,116652
147019,116856
147035,117061
147050,117266
147065,117471
147080,117677
147095,117883
147109,118090
147123,118297
147137,118504
147151,118712
147164,118920
147177,119129
147190,119338
147203,119547
147216,119757
147228,119967
147240,120178
147252,120389
147264,120600
147275,120812
147286,121024
